price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
36500000.0,"Chikuwadi, Mumbai - North Mumbai, Maharashtra",1500.0,19.196418,72.806594,3.0,3.0,1.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
",24333.333333333332
6500000.0,"Indranil CHS/Dombivali East MIDC, Mumbai Central, Mumbai - South Mumbai, Maharashtra",880.0,18.9690247,72.8205292,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",7386.363636363636
5500000.0,"Parvati Enclave, Taloja Phase 1, Taloja, Mumbai - Beyond Navi Mumbai, Maharashtra",1100.0,19.071869,73.107238,2.0,2.0,2.0,Ready to Move,Resale,,Unfurnished,,near to metro station,Flat,"


                                Residential House is spread over 7 floors. The house faces East direction and has a very friendly neighbourhood. It is a great investment if one is looking for a dream house. The age of construction for this apartment Residential House is Less than 5 years.
                            
more

",5000.0
6800000.0,"phase 1 old golden nest mira bhayander, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",720.0,19.298435,72.85959,2.0,2.0,,Ready to Move,Resale,3.0,,,,Flat,"
",9444.444444444445
36000000.0,"Paradise, Raheja Vihar, Mumbai - Central Line, Maharashtra",1535.0,19.1181,72.89485,3.0,3.0,2.0,Ready to Move,Resale,,,,,Individual House,"
",23452.768729641695
27500000.0,"Versova, Yari Road, Mumbai - Western Suburbs, Maharashtra",1200.0,19.13832,72.81002,2.0,2.0,4.0,Ready to Move,Resale,1.0,,1.0,,Flat,"
                    
                    
                    
                       Semi duplex spacious 2bhk with 4 balconies. No common walls with any other apartment. Property on 2nd floor. Very good society.
                    
                ",22916.666666666668
14500000.0,"Kandivali CharkopKandivali West, Mumbai, Maharashtra",640.0,19.20678417,72.81912281,2.0,2.0,,Ready to Move,Resale,1.0,,,Near Jalaram Mandir,Flat,"
",22656.25
15500000.0,"Bhoomi Park Rd, Malad West, Mumbai, Maharashtra, Malad West, Mumbai - Western Suburbs, Maharashtra",709.0,19.201016,72.825331,2.0,2.0,,Ready to Move,Resale,1.0,,2.0,Near-Billabong High school,Flat,"
",21861.777150916783
6500000.0,"Near Mulgaon Church, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1500.0,19.3693345,72.806127,2.0,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,,"Near Schools, Colleges, Hospitals, Church, Banks, Hotels etc",Flat,"
                    
                    
                    
                       Plush 2 BHK Row House at Heart of Vasai WestGreat Connectivity towards Vasai and Naigaon Station
                    
                ",4333.333333333333
28000000.0,"Opp. Passport Office, Rani sati road malad east., Malad East, Mumbai - North Mumbai, Maharashtra",1900.0,19.183975,72.8541495773243,3.0,3.0,3.0,Ready to Move,Resale,1.0,,3.0,Near Malad Railway station.,Flat,"


                                Multistorey high rise tower of 38 floors with ultra luxury amenities including swimming pool, Sauna , Steam , Pool, carom , turf , Kids play area and landscaping.Semi furnished 3 bhk apartment with balconies and big carpet area.Good gated society with security in close proximity to Gokuldham temple, schools , colleges, hospitals, major markets.Near Western Express Highway, Dindoshi Bus depot , Railway station and easily accessible by all modes of transport.
                            
more

",14736.842105263158
48000000.0,"Esquire by Oberoi Realty, Oberoi Garden City, Off Western Express Highway, Goregaon East, Mumbai, Yeshodham, Mumbai - North Mumbai, Maharashtra",2230.0,19.16989,72.863761,3.0,3.0,3.0,Ready to Move,Resale,2.0,,4.0,"oberoi international school, oberoi mall.",Flat,"
                    
                    
                    
                       this is 3 bhk flat on sale in JP Decks Blue, Goregaon East. Building have world class amenities . this complex located on prime location western suburbs.
                    
                ",21524.663677130044
39500000.0,"Flat no6, ns rd4, jvpd, vile parle west, mumbai 56., JVPD Scheme, Mumbai - Western Suburbs, Maharashtra",900.0,19.108097076416016,72.83226013183594,2.0,2.0,2.0,Ready to Move,Resale,1.0,Furnished,,"Near Mithibai College, LAne Opposite Bhaidas hall",Flat,"


                                There is a jain temple 300 meters from the building. Schoola nd colleges are 5 mins away. Station and bus stop access are also easy. Vile parle station is reached in Minimum Auto fare. Joggers Park is 500 meters away. Gymkhanas and restaurants are easy access
                            
more

",43888.88888888889
9400000.0,"Shreepati 3., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",855.0,19.28217,72.87654,2.0,2.0,2.0,Ready to Move,Resale,,Semi-Furnished,,Aayappa Temple,Flat,"
                    
                    
                    
                       well maintained..8 min walk frm station garden facing..children play area..enough open parking..maint 2300/- 2 master beds, 1 common wc
                    
                ",10994.152046783625
16000000.0,"1B-13 Rustomjee Regency Dahisar West, Dahisar West, Mumbai - North Mumbai, Maharashtra",816.0,19.2420124,72.8559055,2.0,2.0,,Ready to Move,New Property,,,,,Flat,"
",19607.843137254902
4500000.0,"Nala Sopara, Mumbai - Mira Road and Beyond, Maharashtra",850.0,19.4129287,72.818169,2.0,2.0,1.0,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5294.117647058823
7700000.0,"204b., Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",660.0,19.3093926,72.8485939,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Behind 52 Jinalay Jain temple, opposite to amar dairy
                    
                ",11666.666666666666
33000000.0,"Yogi Nagar, Mumbai - North Mumbai, Maharashtra",1600.0,19.23612,72.84193,3.0,3.0,,Ready to Move,Resale,2.0,Furnished,3.0,"Metro station coming up very nearby, multiple restaurants available.",Flat,"


                                The flat is a made by combining 2 flats, so essentially it is a 4 BHK coneverted into a luxurious 3 BHK. The apartment has 3 sides open view and is surrounded by lush greenery around. The Society hasJain temple Two gardens Mini joggers trackGarden gymKids play area24x7 running waterPiped Gas lineLift
                            
more

",20625.0
22000000.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1143.0,19.097765,72.916827,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",19247.594050743657
25000000.0,"106 Casablanca skyline oasis vidyavihar west Ghatkopar, Ghatkopar West, Mumbai - Central Line, Maharashtra",1150.0,19.09080696105957,72.90766906738281,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,Vidyavihar station.,Flat,"


                                We are the proud owners of this 2 bhk apartment available in CASABLANCA SKYLINE OASIS VIDYAVIHAR WEST. This SEMI FURNISHED apartment is a 10 year old, priced approximately Rs. 2. 5 cr. It is a resale and ready to move in apartment. The unit is located on the 1st floor and has a carpet area of about 750 sq. Ft.  Location, beautiful and spacious garden, latest equipped gym, swimming pool, JAIN TEMPLE.Semi - furnished with 2 split A/c, Wardrobes in both bedroom, Kitchen cabinets.
                            
more

",21739.130434782608
31500000.0,"Shree Siddhivinayak Mandir Chowk, Mumbai - South Mumbai, Maharashtra",861.0,19.01675033569336,72.8305892944336,2.0,2.0,5.0,Ready to Move,New Property,,Semi-Furnished,,"Siddhivinayak Mandir, Prabhadevi",Flat,"


                                Multistorey Apartment owned by Co-operative Society located on 5th floor provides breathing space on front as it overlooks Main Road, Garden/Park, Pool. It faces East direction. Reserved covered car parking for residents available. The Multistorey Apartment is newly constructed. High quality flooring of types Marbonite are available in different rooms.
                            
more

",36585.365853658535
17500000.0,"B 102 Manav Stahel Heights Military Road Marol Andheri East Mumbai 400072, Andheri East, Mumbai - Western Suburbs, Maharashtra",900.0,19.11623764038086,72.88607025146484,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,2.0,military Road Ashok Nagar,Flat,"
                    
                    
                    
                       This Multistorey Apartment is located at 1st floor in a building of total 7 floors The location has easy access to State Bank of India 0 km Koknej Kohinoor Institute Andheri East 0 km Carewell Nursing Home 0 km and Santacruz East Railway Station 5 km
                    
                ",19444.444444444445
85000000.0,"29 Grace Dieu Bungalows High Street Hiranandani Garden Powai Mumbai Maharashtra 400076, Powai, Mumbai - Central Line, Maharashtra",2650.0,19.118988037109375,72.86409759521484,5.0,4.0,1.0,Ready to Move,Resale,1.0,Semi-Furnished,,Near D Mart,Flat,"
",32075.471698113208
18000000.0,"Flat Number 1208 12th Floor Promenade P2 LBS Road Ghatkopar West Mumbai 400086, Damodar Park, Mumbai - Central Line, Maharashtra",1000.0,19.096202,72.919057,2.0,2.0,,Ready to Move,Resale,1.0,,4.0,,Flat,"
                    
                    
                    
                       2 BHK flat is available for sale. It has covered area 1000 sq ft It has car parking. Contact for more details.
                    
                ",18000.0
55000000.0,"versova beach, jp road, andheri west, Andheri West, Mumbai - Western Suburbs, Maharashtra",1450.0,19.12809637,72.81965429,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       its completely ocean facing , 2bhk  1bhk jodi flat, vastu compliant
                    
                ",37931.03448275862
4500000.0,"B-205, Shram Saphalya, Samel Pada, Nallasopara West, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,19.4053281,72.7882785,3.0,2.0,,Ready to Move,Resale,205.0,Furnished,,Opposite Bassin Cathoic Bank,Flat,"


                                Spacious and cross ventilated 3 BHK flat with quality interior work. Designer curtains, POP smooth finished wall, Antiskid Tiles in bath floor, Branded electrical fittings, Branded plumbing fittings, Designer vitrified tile flooring, Aluminium sliding window.  Contact for entire house video and more details. Nallasopara Railway station 2kmPolice Station 0.7kmUnited Multispeciality Hospital 0.2kmChild Specialist Hospital Dr. Akbar 1.1kmLittle Flower School 0.5kmFun fiesta Multiplex 1.9km Sahakari Bhandar 1.9kmMcDonald’s, Dominos 1.5kmMarket 0.3kmGym 0.2 km
                            
more

",4500.0
7300000.0,"bhakti tower, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",990.0,19.282169342041016,72.87654113769531,2.0,2.0,1.0,Ready to Move,Resale,,Unfurnished,1.0,gcc club.,Flat,"
                    
                    
                    
                       Good carpet area. Lovely private terrace for the perfect mornings and evenings. Gas line. municipal water. OC available. open view. Well lit and ventilated.
                    
                ",7373.737373737374
37000000.0,"d s k trilok c h s, Dadar West, Mumbai - South Mumbai, Maharashtra",1006.0,19.019546508789062,72.8382568359375,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       gated society with security
                    
                ",36779.324055666
25000000.0,"Vile Parle West, Mumbai - Western Suburbs, Maharashtra",1000.0,19.1054406,72.8411208,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       it's 5 mins walking from the station
                    
                ",25000.0
22500000.0,"Plot 264, SAJJANGADH CHS, Sector 2 Charkop, Mumbai - North Mumbai, Maharashtra",800.0,19.21221923828125,72.82118225097656,2.0,2.0,1.0,Ready to Move,Resale,,Unfurnished,,"close to schools, market  shops, buses etc.",Flat,"
                    
                    
                    
                       MHADA House Duplex decent peaceful locality.
                    
                ",28125.0
7540000.000000001,"B 47 002 Rekha Retreat Shanti Park Mira Road East, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",775.0,19.28217,72.87654,2.0,2.0,,Ready to Move,Resale,,,,Bank of India,Flat,"
                    
                    
                    
                       spacious and finished 2BHK with modular kitchen
                    
                ",9729.032258064517
12500000.0,"Jangal Mangal RdBhandup, Kokan Nagar, Bhandup WestMumbai, Maharashtra 400078, Kokan Nagar, Mumbai - Central Line, Maharashtra",885.0,19.1456725,72.929009,2.0,2.0,,Ready to Move,Resale,1.0,,2.0,Behind Kokan Nagar Bus Stop,Flat,"
                    
                    
                    
                       Very close to market, school and hospitals.
                    
                ",14124.293785310734
9500000.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1050.0,19.2549212805158,73.1432843438674,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",9047.619047619048
13000000.0,"Bhandup West, Mumbai - Central Line, Maharashtra",850.0,19.149901,72.931134,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",15294.117647058823
48500000.0,"1702., Dadar East, Mumbai - Central Mumbai, Maharashtra",1465.0,19.012008,72.848644,3.0,3.0,3.0,Ready to Move,Resale,,,,,Flat,"
",33105.80204778157
35500000.0,"Ghatkopar West, Mumbai - Central Line, Maharashtra",1370.0,19.0908063,72.9076669,3.0,3.0,,Ready to Move,Resale,,,,,Flat,"


                                Ghatkopar West is a prominent residential locality in the eastern suburbs placed along the Central Line of the Mumbai Suburban network. The locality is dominated by multi- storey apartments. Residential demand in this area is driven by proximity to various employment centres, along with sound connectivity to other areas. It is located in vicinity to major residential and commercial locations of eastern Mumbai such as Kurla, Vikhroli, and Powai. Many completed, as well as under-construction high-rise residential projects are Wadhwa The Address, Kalpataru Aura, Runwal Orchard Residency, Anchor Residency, and Sanghavi One.Connectivity to major areas of central and southern Mumbai, and Thane is excellent through the central line, LBS Marg, and the Eastern Express Highway. Further, the Eastern Express Highway, along with easy access to Kurla station (harbour line) provide connectivity to Navi Mumbai. The metro and Andheri-Kurla Road connect to Airport, and western suburbs. The under-construction Metro Line 4 (Wadala-Ghatkopar-Mulund-Kasarvadavali) which is expected by the end of 2022 would enhance connectivity to Mumbai and Thane. Moreover, Mumbai International Airport is located within 5-7 km from Ghatkopar West.
                            
more

",25912.408759124086
5500000.0,"A/106 Lavender Bldg no 4 Yashwant Nagar Virar West Thane 401303, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",860.0,19.454059600830078,72.7688217163086,2.0,2.0,4.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       860 Sq ft built up area
                    
                ",6395.3488372093025
24000000.0,"Palash Towers, B wing, Prathmesh Complex, Veera Desai Road, Andheri West, Mumbai, Andheri West, Mumbai - Western Suburbs, Maharashtra",1000.0,19.137866,72.8356477,2.0,2.0,,Ready to Move,Resale,,,,Near country club,Flat,"
",24000.0
5550000.0,"A/106 Lavender Bldg no 4 Yashwant Nagar Virar West Thane 401303, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",860.0,19.454059600830078,72.7688217163086,2.0,2.0,4.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
",6453.488372093023
25500000.0,"1501 A wing 15th floor Evershine Cosmic Opp Infiniti Mall Link Road Andheri west, New Link Road, Mumbai - Western Suburbs, Maharashtra",1500.0,19.14139747619629,72.83588409423828,3.0,3.0,,Ready to Move,Resale,,Unfurnished,,Upcoming metro at stones throw away.,Flat,"
                    
                    
                    
                       bhk plus study brand new unused flat in evershine cosmic at walking distance from link road andheri w malls restaurants et
                    
                ",17000.0
17500000.0,"Upper Govind Nagar, Mumbai - North Mumbai, Maharashtra",875.0,19.17542,72.85351,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",20000.0
4100000.0,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",895.0,19.451097,72.7917922,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",4581.005586592179
12700000.0,"Flat Number 6 1st Floor Gokulesh Cooperative Housing Society MMM Road Mulund West Mumbai 400080, Mulund West, Mumbai - Central Line, Maharashtra",774.0,19.1746739,72.9431038,2.0,2.0,2.0,Ready to Move,Resale,,Semi-Furnished,,Near Saint  Pius x High School and church.,Flat,"
                    
                    
                    
                       This Property is going for redevelopment project any moment. Talks for the same is already going on.
                    
                ",16408.26873385013
30000000.0,"Mahim, Mumbai - Central Mumbai, Maharashtra",920.0,19.0325516,72.8449938,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"


                                  Multistorey Apartment is located on 3rd floor. It faces East direction. This spacious Multistorey Apartment has age of construction above 20 years. Flooring of type Vitrified covers maximum part of the house. The location has easy access to, RC Mahim Municipal Urdu School Mahim (0 km ), Radhibai Watumull Chest Hospital (0 km ), Jammu And Kashmir Bank (0 km ) and Bandra Terminus (3 km ). 
                            
more

",32608.695652173912
14300000.0,"Kalyan, Mumbai - Around Mumbai, Maharashtra",1448.0,19.264104,73.146752,2.0,2.0,2.0,Ready to Move,New Property,1.0,,,Close to Main Road.,Flat,"


                                Nestled in one of the well-planned society named “Godrej Hills”, this brilliantly crafted 2 BHK flat is up for sale in Kalyan, Mumbai. Wrapped with lifestyle amenities, this residence is truly worth buying.Property SpecificationsBenefited with freehold ownership rights, this 2 BHK flat is sited on the topmost floor of a 7-storey building. Fabulously maintained in pristine condition, this bright and well-ventilated flat is ideal to go with your family.Absolutely ready to move in, this elegant flat comprises of 2 spacious bedrooms, 2 en-suite bathrooms, 2 beautiful balconies, dining room, living room, study room and a well-configured kitchen.To ensure ample storage space, all the bedrooms are appointed with closets. Appointed with essential sanitary ware fittings, all the bathrooms are configured in western style and fitted with branded geysers.Offering beautiful views of the garden and main road, both the balconies are attached to the bedrooms and the 2 sides of the hall are appointed with French windows. This flat has an intelligently designed kitchen, fixed with cabinets, hob, piped gas, dishwasher, fridge, granite platform and sink.Of all the flats in this society, only this particular flat has been embellished with High-quality vitrified tiles.FacilitiesOne covered parking slot is available on the ground floor of this apartment. Round the clock water supply, lift, security and power backup inverter are the other basic facilities offered to this society. Additionally, the main door of this flat and the balconies are made of steel to ensure safety of the residents.The society also offers modern amenities like park, service/goods lift, gymnasium, kids play area, recreational pool, maintenance staff, reserved parking, outdoor tennis courts, swimming pool, flower gardens, intercom facility, private terrace/garden and club house.LocalityThis splendid residential society is sited in one of the prestigious areas of Mumbai with good connectivity to all the local markets and daily need shops. Furthermore, local bus stops as well as other modes of public transport are also available within the short distance.    Sri Vani Vidyashala High School and Podar International School are situated within 1-2km. The Kalyan Hospital, Sanjeevani Hospital and Shreedevi Hospital are some of the well-known hospitals which lie within 3-4km. Canara Bank ATM and Union bank ATM are easily accessible within 600m radius. 

more

",9875.690607734807
4400000.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",950.0,19.4540588,72.7688226,2.0,2.0,4.0,Ready to Move,Resale,,,,,Flat,"
",4631.578947368421
8000000.0,"Mira Road, Mumbai, Maharashtra, India., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",846.0,19.2792749,72.8736743,2.0,2.0,2.0,Ready to Move,Resale,2.0,,1.0,,Flat,"
                    
                    
                    
                       Excellent interiors , fully furnished, top class furniture
                    
                ",9456.264775413712
15000000.0,"Gurunanak Apartments Shankar Lane, Kandivali West, Mumbai - North Mumbai, Maharashtra",575.0,19.209943771362305,72.83087158203125,2.0,2.0,1.0,Ready to Move,New Property,,Furnished,,"station, temple, hospital",Flat,"
",26086.956521739132
4500000.0,"New Laxmi Palace CHSL, Samel Pada, Nalasopara-West, Maharashtra 401203, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,19.40532875061035,72.78827667236328,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",4500.0
8000000.0,"Casa Bella Apartments, Kalyan Shil Road Dombivli East, Mumbai, Maharashtra",1003.0,19.206470489501953,73.07239532470703,3.0,3.0,,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Near Xperia Mall Palava Dombivli East,Flat,"


                                Seize this excellent opportunity and become the proud owner of our charming 3BHK flat in an upbeat area in Mumbai.Property specificationsThoughtfully constructed overlooking a small garden, this remarkable 6th floor flat is favoured with superb cross-ventilation and receives plenty of natural light keeping the rooms well-lit all along the day.Perfectly designed, this south-east facing flat adheres to vaastu principles includes three bedrooms - 2 bedrooms are with ACs, three bathrooms and one balcony. The flat is also up-to-date in terms of civil work which is certainly makes this flat worthwhile. All the rooms are well-crafted while the bathrooms are western fashioned fitted with high-end bathroom accessories which includes geysers. Out of 3 chic bathrooms, two are attached and one is common.Enjoy mesmerizing views of the society surroundings from the balcony attached to the kitchen which can also double up as utility area. Kitchen is well-appointed with shiny granite platform and sink.In terms of interiors the flat is quite elegantly designed and is suitably appointed with high quality electrical fixtures. Top-quality vitrified flooring is used throughout the flat to enhance the overall appeal. FacilitiesThe residents of this society can enjoy a pool of recreational amenities such as world class fully equipped gymnasium, sperate swimming pool for adult and kids, Spa with Massage rooms, Jacuzzi and Steam rooms, Indoor Games - Multipurpose court for Badminton and Basketball, Squash court, Table Tennis room, and Indoor Games Room for Carrom and Chess Outdoor facilities - Tennis court, Cricket pitch, Jogging track Activities area for Karate, Aerobics, Yoga, Meditation, There is multipurpose halls for celebrations and other events. There is a Mini- Theatre for the benefit of the members of the society with well-stocked library, full service restaurant and Creche for the tiny tots. Maintenance staffs are easily accessible. This property is fitted with modern lifts with power back up. There is 1 reserved open car parking slot & bike parking slot attached to this property. There are complex bus facilities for commuting within the complex.Water supply and power backup from generator for common area are also available.  Well trained 24hours security staff with CCTV surveillance and lobby access through biometric scanned control systems.Locality5 lacs square feet Lodha Experia Mall with PVR cinema, Multi Brand Retails chain stores , food courts, Pantaloons, Realiance Digital, various leading food chains are  just  500 meters from this property.Noted schools such as Lodha World School (CBSC) is just 500 meters from the property & Podar Public School (State Board) within 1.5km. AIMS clinic & Healthspring clinic are in 500 meters. Dombivili suburban station is just 10 km away with regular shuttle bus service exclusively for the residents. There is regular AC bus facility to major city centers organized by the builder at a nominal cost.
                            
more

",7976.071784646062
70000000.0,"Rajkamal Heights, Rajkamal Studio Lane of Dr. S. S. Rao Road, Parel, Mumbai - 400012, Parel, Mumbai - South Mumbai, Maharashtra",2220.0,18.9955578,72.8426692,4.0,4.0,5.0,Ready to Move,Resale,,,,"Mahatma Gandhi Hospital, ITC Grand Central Parel, Ashoka Towers",Flat,"


                                There are two 2BHK flats which are combined to make a 4BHK flat with two big master bedrooms, open kitchen, separate dining area (can be converted into lounge) and a drawing area. One room is comparatively small and can be used as store/servant's room also.
                            
more

",31531.53153153153
9600000.0,"nallasopara west, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",1070.0,19.4206485,72.8087343,3.0,3.0,1.0,Ready to Move,Resale,,,,dominos..... theatre......park,Flat,"
                    
                    
                    
                       full furnished 3bhk for sale.....5min walking distance to nallasopara station
                    
                ",8971.96261682243
18000000.0,"Plot No 3A, Flat No 201, Hill Drive Coop Soc, Amritvan Complex, Yashodham, Dindoshi Goregaon East, Goregaon, Mumbai - North Mumbai, Maharashtra",850.0,19.172489,72.866305,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       Well maintained society at prime location and peaceful residential locality
                    
                ",21176.470588235294
25000000.0,"Bhandup West, Mumbai, Bhandup, Mumbai - Central Line, Maharashtra",875.0,19.1596950179688,72.9358988107455,3.0,4.0,,Ready to Move,Resale,,,,,Flat,"
",28571.428571428572
4000000.0,"306, F-7, Miami, Panvelkar Greencity, Ambernath, Mumbai, Maharashtra",930.0,19.182517,73.192602,2.0,2.0,3.0,Ready to Move,Resale,,,1.0,"Schools, Hospitals and Market are near to Society",Flat,"
                    
                    
                    
                       Well Maintained Society with power back up and ample space of car parking and play area for children, Club House with Swimming Pool, Gym and Party Hall, Better connectivity to Road and easy availability of public transport, Better access to market
                    
                ",4301.075268817204
40000000.0,"21-22, Jot Society, M J Phule Road, Naigaon BBD Chawl, Mumbai - Central Mumbai, Maharashtra",1300.0,19.01066,72.846255,3.0,3.0,,Ready to Move,Resale,,Furnished,,"The property is located behind Sharda cinema, opp. Sanjivani hospital.",Flat,"


                                The property is located in the heart of Dadar city, well connected transport like, monorail naigaon stn, Bus Service and walkable distance from Dadar stn. The images shows that there are no high rise near by and so the look and feel of the property is really awesome. Next to the society is a church and at the back side is the Purandare stadium. The house is well ventilated and since it is east facing, early morning sun rise is a spectacular view.  The buyer can visit the property to check on the details.
                            
more

",30769.23076923077
16500000.0,"B502 Poonam Pragati, Andheri East, Mumbai - Western Suburbs, Maharashtra",933.0,19.136751174926758,72.8697738647461,2.0,2.0,,Ready to Move,Resale,1.0,Furnished,1.0,Near ST Xavier High School,Flat,"


                                Flat is in a gated society Property can be viewed anytime with 12 hours advance notice by calling Property is currently on rent till 30 April 2020 earning a monthly rental of 41k The house is fully furnished with wardrobes wall mounted led TV washing machine Fridge and Dressing Table It has easy access to market schools hospitals banks and ATMs as well Open car parking  for Rs 750 per Month within society premises available
                            
more

",17684.887459807072
21000000.0,"Lokhandwala Circle Andheri West, Versova, Mumbai - Western Suburbs, Maharashtra",1000.0,19.138885498046875,72.82374572753906,2.0,2.0,1.0,Ready to Move,New Property,,Semi-Furnished,,"near Lokhandwala Circle, Andheri West.",Flat,"


                                Situated in the prime location of Lokhandwala Circle Andheri West This property has water supply This is gated property with CCTV installations across the society premises We have done Vastu Sastra in the house to make sure all things are in the right directions The flat has free flowing air as there is no construction in front of our building and there will be never any construction..
                            
more

",21000.0
25000000.0,"Flat Number 1203 12th Floor Mahavir Universe C Wing LBS Road Bhandup West Mumbai 400078, Bhandup West, Mumbai - Central Line, Maharashtra",1500.0,19.1485826410123,72.939661,3.0,3.0,,Ready to Move,Resale,1.0,,2.0,Opposite Jain Temple,Flat,"
                    
                    
                    
                       This spacious Multistorey Apartment is located at 12th floor in a tower of total 25 floors. It is a relatively new property with construction age less than 5 yrs.
                    
                ",16666.666666666668
16500000.0,"A 2502., Ganesh Nagar - Goregaon East, Mumbai - Western Suburbs, Maharashtra",974.0,19.16885607,72.87786054,2.0,2.0,,Ready to Move,Resale,2.0,,4.0,Near Indra Gandi Institute,Individual House,"
                    
                    
                    
                       Its a th floor Multistorey Apartment in a building of total floors The Multistorey Apartment is newly constructed
                    
                ",16940.451745379876
33400000.0,"Flat No 1003., Wadala East, Mumbai - Harbour Line, Maharashtra",1360.0,19.03731,72.87871,2.0,2.0,3.0,Ready to Move,New Property,1.0,,4.0,"Near IMAX  , Eastern Freeway, Monorail / Metro Rail, 20 min from BKC",Flat,"


                                Inside Mumbai City, Close to BKC, Air conditioned Home, Internal Bricked Walls, With Security Camera, Metrorail+ Monorail+Eastern Freeway Connectivity, Property has 11 swimming Pools, Biggest Club House, Gym, Squash Court, Lawn tennis Court, Table Tennis, Snooker, Card Room, AC Library, Kids Play, Cricket ground, Games, Parks, Shopping Mall, IB School , Temple, Gardens, Elevated Jogging Track, Restaurant, Theatre, Lounge, Guest Room, Top of the line life style with maximum open space & clean Air. High Appreciation and High Rent  as area is being  commercially developed at par with BKC
                            
more

",24558.823529411766
17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",900.0,19.1889733,72.8220064,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",19444.444444444445
8000000.0,"Dattani village C.H.S Cooo Society nxt to dattani mall Vasai west 401202, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1640.0,19.3693345,72.806127,3.0,3.0,3.0,Ready to Move,Resale,,Unfurnished,,Dmart,Flat,"
                    
                    
                    
                       its close by dattani mall,dmart
                    
                ",4878.048780487805
35000000.0,"10th Khetwadi, Khetwadi, Mumbai - South Mumbai, Maharashtra",1000.0,18.95878,72.8229,2.0,2.0,,Ready to Move,Resale,,Furnished,,Property is close to reliance hospital,Flat,"
                    
                    
                    
                       East facing,parking can be bought in near future.
                    
                ",35000.0
16000000.0,"Nandanvan Apartment, Chembur., Deonar Farm Road, Mumbai - Harbour Line, Maharashtra",980.0,19.0418764,72.910566,2.0,2.0,,Ready to Move,Resale,,,1.0,"Near TISS Campus, BARC Hospital Gate, Raj Kapoor Bungalow.",Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",16326.530612244898
17200000.0,"Mulund East, Mumbai - Central Line, Maharashtra",550.0,19.16541862487793,72.96672821044922,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Individual House,"
                    
                    
                    
                       Multistorey apartment is available for sale. It has covered area 550 sq-ft, it is 2 BHK apartment. Please contact for more details.
                    
                ",31272.727272727272
6500000.0,"ammu arcade near masoba maidan kalyan west., Thane-Kalyan-Dombivli, Mumbai, Maharashtra",1250.0,19.246883392333984,73.11341094970703,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,Near Masoba Maidan,Flat,"
                    
                    
                    
                       Terrace flat.
                    
                ",5200.0
